id,file,emotions,mode,agreement_coefficient
137,data/x139.jpg,59666255676596976596559537696998,6.0,0.256989247311828
138,data/04_male_fear_frontal.jpg,2494229384343986446354548344841,4.0,0.2032258064516129
139,data/f128.jpg,8987868886859385856898625625888,8.0,0.2806451612903226
140,data/l469.jpg,8559454868385335876875887885655,8.0,0.22903225806451613
141,data/b370.jpg,5555755555355852555912555555655,5.0,0.5795698924731183
142,data/o105.jpg,66366666666614696169666994677996,6.0,0.4010752688172043
143,data/n649.jpg,7497429969739981718779777775437,7.0,0.23333333333333334
144,data/g226.jpg,88963999322546698366881888961863,8.0,0.1989247311827957
145,data/01_male_neutral_frontal.jpg,66629666666666694766996666666496,6.0,0.553763440860215
146,data/f53.jpg,59795855555955565555555555555565,5.0,0.635483870967742
147,data/d136.jpg,9764467648642719757474666677459,6.0,0.2075268817204301
148,data/n124.jpg,7696689668156956826675996936689,6.0,0.24193548387096775
149,data/j1.jpg,5589555555555959555695585445557,5.0,0.5021505376344086
150,data/m1325.jpg,5654266556565969629695956965658,6.0,0.28279569892473116
151,data/l304.jpg,6663795663298466166261272273659,6.0,0.1967741935483871
152,data/n445.jpg,47626696669668781619697714964999,6.0,0.22473118279569892
153,data/a177.jpg,86836668639887998486618886838888,8.0,0.3021505376344086
154,data/m1411.jpg,5555365555555555558555555855559,5.0,0.7344086021505376
155,data/c64.jpg,49692666668626894866968771669636,6.0,0.2698924731182796
156,data/k5.jpg,7377737277767769776724673346796,7.0,0.310752688172043
157,data/f1.jpg,6965625655866951575662855856551,5.0,0.26559139784946234
158,data/e228.jpg,67697766667977651666869962766534,6.0,0.289247311827957
159,data/a164.jpg,68996826242669888423899788886938,8.0,0.2118279569892473
160,data/a355.jpg,8268882359252499818647756588539,8.0,0.15376344086021507
161,data/l179.jpg,66665655696663682616566842666393,6.0,0.3473118279569892
162,data/c34.jpg,3469263675558795666666569666556,6.0,0.2849462365591398
163,data/a21.jpg,66868832818693689166138536438482,8.0,0.2032258064516129
164,data/g49.jpg,6696266766378366631779723626666,6.0,0.3021505376344086
165,data/a283.jpg,7138651131644775656449763363876,6.0,0.15591397849462366
166,data/d29.jpg,6976667667546977959644729747481,6.0,0.1989247311827957
167,data/x196.jpg,54955566657553545336555258929598,5.0,0.26559139784946234
168,data/n223.jpg,54859435749579189166657749636569,5.0,0.15161290322580645
169,data/b343.jpg,88296336498917667643383914619986,6.0,0.15591397849462366
170,data/a356.jpg,88691598894849698784881181785898,8.0,0.23333333333333334
171,data/c242.jpg,26688366646696682666699929662686,6.0,0.3387096774193548
172,data/m573.jpg,86566655595591664663757866566885,6.0,0.25268817204301075
173,data/03_male_neutral_frontal.jpg,66696166661161116666766667661812,6.0,0.46344086021505376
174,data/02_male_anger_frontal.jpg,11113211111213321411113111111996,1.0,0.5064516129032258
175,data/m1115.jpg,62993966556543665649656656532596,6.0,0.24408602150537634
176,data/g217.jpg,5756585555255558545555555895555,5.0,0.5838709677419355
177,data/g254.jpg,4865996964688788696718764588668,6.0,0.2161290322580645
178,data/n1064.jpg,4657941769643787467671626466487,6.0,0.19462365591397848
179,data/o164.jpg,62922928892238188716888628411839,8.0,0.2032258064516129
180,data/e260.jpg,66662262651669299369762367266666,6.0,0.3086021505376344
181,data/62418111dd1d5082f843b2538945e1654613b41249e210fe5787ccbb.jpg,65999246569546559549565996549619,5.0,0.24623655913978496
182,data/x134.jpg,5656555556555668259665555556656,5.0,0.4591397849462366
183,data/g282.jpg,9856895668965681681683666986989,6.0,0.25268817204301075
184,data/h59.jpg,85955196555557553556655558256985,5.0,0.35161290322580646
185,data/j140.jpg,7655359566555551575555565555559,5.0,0.5021505376344086
186,data/g202.jpg,6666666646186696966666166396679,6.0,0.5
187,data/h79.jpg,5593555565158664518968565656689,5.0,0.256989247311828
188,data/f391.jpg,59553899556355555555555554135555,5.0,0.4978494623655914
189,data/l299.jpg,6615386166824388364622946698462,6.0,0.1881720430107527
190,data/j104.jpg,66755895555595595575951575556455,5.0,0.3881720430107527
191,data/g204.jpg,7647463462753969666776663175666,6.0,0.25053763440860216
192,data/e358.jpg,5867586565566565698619163956658,6.0,0.25053763440860216
193,data/l311.jpg,5595255555755538517555555556655,5.0,0.5344086021505376
194,data/e238.jpg,8266466466668668666698669622896,6.0,0.3989247311827957
195,data/d15.jpg,57779976495496597847757467766927,7.0,0.20967741935483872
196,data/g89.jpg,66666688692886868646692685366996,6.0,0.3193548387096774
197,data/e17.jpg,5556556555555465554555555685665,5.0,0.5645161290322581
198,data/b293.jpg,66893888163341631843686613962313,6.0,0.1967741935483871
199,data/x214.jpg,55655555555556585559555555555545,5.0,0.7344086021505376
200,data/x133.jpg,5555555565555259654555555595559,5.0,0.635483870967742
201,data/a208.jpg,86488888883578884898889889824888,8.0,0.45483870967741935
202,data/h22.jpg,8699999566132665668866969696699,6.0,0.3064516129032258
203,data/m594.jpg,75766559668827556516785263566596,5.0,0.2118279569892473
204,data/f359.jpg,6155555555558552555555515555573,5.0,0.6290322580645161
205,data/x48.jpg,5556655556644595555755555576689,5.0,0.4010752688172043
206,data/j97.jpg,8569655558665619855655335655559,5.0,0.3193548387096774
207,data/l90.jpg,17661211112228191113581321111991,1.0,0.29354838709677417
208,data/b95.jpg,13996616663269189918283163676966,6.0,0.2053763440860215
209,data/03_female_surprise_frontal.jpg,8889628888886888886888888888848,8.0,0.6849462365591398
210,data/a54.jpg,8986985883768576829887144397681,8.0,0.1774193548387097
211,data/k245.jpg,6976837565532558755155475785749,5.0,0.2032258064516129
212,data/05_female_happy_frontal.jpg,5155559656555555555165555555641,5.0,0.5494623655913978
213,data/a289.jpg,36993369897294951773163866629999,9.0,0.1774193548387097
214,data/e402.jpg,5166675685156559596555557116659,5.0,0.28279569892473116
215,data/l103.jpg,12132853111662193161114312311191,1.0,0.27204301075268816
216,data/m959.jpg,3865898299868635968885883328198,8.0,0.23118279569892472
217,data/a209.jpg,56294115912286889668858888486186,8.0,0.2075268817204301
218,data/c105.jpg,66966666666466516626686668666896,6.0,0.5387096774193548
219,data/a47.jpg,7687888888738578877488818872437,8.0,0.32365591397849464
220,data/o1160.jpg,6369627681766918196773165776726,6.0,0.2010752688172043
221,data/03_female_fear_frontal.jpg,49962823339699353439477734444934,3.0,0.19462365591397848
222,data/h74.jpg,66955855555585595596555555556545,5.0,0.5064516129032258
223,data/b176.jpg,8858388388841615656819851811699,8.0,0.21827956989247313
224,data/k252.jpg,25755146633444557555867958556456,5.0,0.22043010752688172
225,data/04_female_sad_frontal.jpg,6219737471477775426727727777634,7.0,0.26559139784946234
226,data/02_male_happy_frontal.jpg,55895455565556546545655555556595,5.0,0.4720430107526882
227,data/j94.jpg,65859455562955959556148635566596,5.0,0.2591397849462366
228,data/n928.jpg,7996869691461668113868966664969,6.0,0.24838709677419354
229,data/d62.jpg,67999746667556597566357576875456,5.0,0.21397849462365592
230,data/n869.jpg,4599756557558656786955766687656,5.0,0.24193548387096775
231,data/i226.jpg,58599966555556565565589655456676,5.0,0.33440860215053764
232,data/04_male_neutral_frontal.jpg,69566666679665616786666866666496,6.0,0.45483870967741935
233,data/g187.jpg,6776766156666915967876672166794,6.0,0.26129032258064516
234,data/h16.jpg,66796656669692698719956669616146,6.0,0.2849462365591398
235,data/05_female_disgust_frontal.jpg,6333223231593913337323533331379,3.0,0.32150537634408605
236,data/o907.jpg,66777767397296728666672678979967,6.0,0.256989247311828
237,data/i240.jpg,7465659866659666964948997963689,6.0,0.23333333333333334
238,data/e397.jpg,6565396968559455516655556556585,5.0,0.3279569892473118
239,data/x47.jpg,67617834316994983621953799333963,3.0,0.16236559139784945
240,data/d263.jpg,47877664766666667649894866166944,6.0,0.2849462365591398
241,data/d50.jpg,67393956473277558799557645626775,7.0,0.17096774193548386
242,data/d200.jpg,66694867676576677667767776647339,6.0,0.32365591397849464
243,data/e404.jpg,61897869559669655269955561556519,5.0,0.23118279569892472
244,data/n899.jpg,74994845691515594441997651316765,4.0,0.16021505376344086
245,data/n385.jpg,69266689986666892566769683967821,6.0,0.26344086021505375
246,data/c155.jpg,69623958656666586896996666666478,6.0,0.3258064516129032
247,data/k891.jpg,6726717767666779776773777776799,7.0,0.3924731182795699
248,data/a124.jpg,78437749677788784496274788964493,7.0,0.2075268817204301
249,data/c10.jpg,1969666968989896126669579699646,6.0,0.2806451612903226
250,data/e269.jpg,6996695669622686762625556768669,6.0,0.2806451612903226
251,data/e298.jpg,86616676666366671666622636266982,6.0,0.4161290322580645
252,data/o1143.jpg,6969736699824666668968786466686,6.0,0.3064516129032258
253,data/a211.jpg,39892222791239992729336499266196,9.0,0.21397849462365592
254,data/e101.jpg,55557555555555655585555555555115,5.0,0.7344086021505376
255,data/c22.jpg,6666749666668669686989867726599,6.0,0.310752688172043
256,data/j75.jpg,65755555585965687655655555666855,5.0,0.3946236559139785
257,data/f389.jpg,55595655555559959555555555555455,5.0,0.6913978494623656
258,data/e416.jpg,85695665651488999555975665596565,5.0,0.25053763440860216
259,data/n512.jpg,1636485689774711316373881864699,6.0,0.14731182795698924
260,data/h51.jpg,58955585555556555555866265556685,5.0,0.44623655913978494
261,data/o1311.jpg,6965565595584565566855565595554,5.0,0.3817204301075269
262,data/l466.jpg,6216721581116818481812831811586,1.0,0.23333333333333334
263,data/k459.jpg,86862888878948893876491754846898,8.0,0.22043010752688172
264,data/k1451.jpg,67971383256324642574182323444293,2.0,0.14086021505376345
265,data/x297.jpg,7566218655569665653659569956545,5.0,0.26129032258064516
266,data/m661.jpg,3316466656856956666599539332636,6.0,0.24193548387096775
267,data/x140.jpg,6666158188888968668669868686888,8.0,0.37526881720430105
268,data/j21.jpg,65565555555555585275685552855755,5.0,0.5021505376344086
269,data/b171.jpg,6469626982525659515936155566558,5.0,0.21397849462365592
270,data/l162.jpg,6329153191318589561611161636191,1.0,0.21827956989247313
271,data/l2.jpg,74152955566256955755555354566594,5.0,0.29354838709677417
272,data/h12.jpg,6766367666962361616688532872976,6.0,0.23763440860215054
273,data/l439.jpg,6966867685662963926968263866886,6.0,0.28279569892473116
274,data/m1412.jpg,5559655955545796955555555355659,5.0,0.4698924731182796
275,data/h77.jpg,6686266566959556574996755669568,6.0,0.26129032258064516
276,data/j116.jpg,5565973655565558575985595555555,5.0,0.4591397849462366
277,data/c11.jpg,6396999669677666666644986676869,6.0,0.3473118279569892
278,data/b353.jpg,32966918581546191463982448983896,8.0,0.14731182795698924
279,data/f144.jpg,55555835652596955665559555546755,5.0,0.3903225806451613
280,data/o983.jpg,8696762686646666668666886367473,6.0,0.3580645161290323
281,data/h25.jpg,58962688865689888874898669666686,8.0,0.2870967741935484
282,data/a205.jpg,2585878887728481186889687878928,8.0,0.26559139784946234
283,data/h34.jpg,63363916661254661762476666166996,6.0,0.26129032258064516
284,data/i189.jpg,7666276866336496993673687966796,6.0,0.2591397849462366
285,data/g246.jpg,7189366676727866966663776376669,6.0,0.289247311827957
286,data/c50629f026529c0a420d35bd29af01ae948e7d99e0867f90cba09b78.jpg,5595558529555551651555575822553,5.0,0.41397849462365593
287,data/h68.jpg,5659545555585559955555555755539,5.0,0.543010752688172
288,data/j56.jpg,89398862851855881565885384785298,8.0,0.2118279569892473
289,data/k314.jpg,2946756666145656665645343386395,6.0,0.2118279569892473
290,data/d103.jpg,674777766474444279974474462479999,4.0,0.2763440860215054
291,data/h47.jpg,55565255555595568559556555556554,5.0,0.5924731182795699
292,data/h24.jpg,2669739869267598566619866986669,6.0,0.23978494623655913
293,data/o1149.jpg,76668556286876588796666317766213,6.0,0.22903225806451613
294,data/b296.jpg,26364881196618873922381486186646,6.0,0.16666666666666666
295,data/j72.jpg,55595255554555655585535555555555,5.0,0.678494623655914
296,data/b16.jpg,8886868681169481889439161365663,8.0,0.2075268817204301
297,data/c15.jpg,6666166686929692566666664666996,6.0,0.46559139784946235
298,data/n993.jpg,1926189868389138911111116416638,1.0,0.22473118279569892
299,data/n372.jpg,7296487394495813616693939676999999,9.0,0.17311827956989248
300,data/g289.jpg,2685396869886159154689968668666,6.0,0.22688172043010751
301,data/d4.jpg,55565955555445557759979168556555,5.0,0.35376344086021505
302,data/e302.jpg,65361666668696596936636666666666,6.0,0.5
303,data/i186.jpg,68965885558886838688858889968585,8.0,0.35161290322580646
304,data/o1155.jpg,6936191911329886863661123931161,1.0,0.2075268817204301
305,data/d303.jpg,83763933344448411767131478713961,3.0,0.16881720430107527
306,data/i127.jpg,3666686666644366663674966668666,6.0,0.5
307,data/a267.jpg,25754187584848838847886973889891,8.0,0.2161290322580645
308,data/k311.jpg,89976556769561996756556664456277,6.0,0.2118279569892473
309,data/f367.jpg,56195565559595595565555555555518,5.0,0.5516129032258065
310,data/o535.jpg,7559556565556895551581556525555,5.0,0.4204301075268817
311,data/x350.jpg,69654766686579766782625269666439,6.0,0.23763440860215054
312,data/f249.jpg,55655555555555555555555555555552,5.0,0.9688172043010753
313,data/f111.jpg,56556665535566595666565564555655,5.0,0.43333333333333335
314,data/e208.jpg,89696853927526996596662968592679,6.0,0.2053763440860215
315,data/i183.jpg,298666983969486586785886488888888888,8.0,0.26344086021505375
316,data/o1431.jpg,34191211697523531633362112116191,1.0,0.1967741935483871
317,data/c191.jpg,3859655698825839599625626966699,6.0,0.2075268817204301
318,data/i181.jpg,68699296669626868866247289666669,6.0,0.3150537634408602
319,data/d212.jpg,7566686747647944791724726747777,7.0,0.24408602150537634
320,data/a338.jpg,16238188886993851386889681696668,8.0,0.22258064516129034
321,data/i128.jpg,89555885685597555585859658885699,5.0,0.3258064516129032
322,data/d13.jpg,8669945676569656669986776962636,6.0,0.2763440860215054
323,data/b333.jpg,86854484865899888688886381788596,8.0,0.2913978494623656
324,data/j5.jpg,8666453555584559855656955555685,5.0,0.34086021505376346
325,data/a281.jpg,6165868866788965867387732377663,6.0,0.2032258064516129
326,data/h46.jpg,65555535858555655559555556552455,5.0,0.5387096774193548
327,data/l387.jpg,6669296666266161138663686516296,6.0,0.32150537634408605
328,data/f19.jpg,3466825266686628488889968824499,8.0,0.20967741935483872
329,data/m892.jpg,3666416686585368565393569566669,6.0,0.2591397849462366
330,data/n897.jpg,59956593655556149155815911166196,5.0,0.22903225806451613
331,data/j43.jpg,97856555558587565575555585788556,5.0,0.4096774193548387
332,data/02_female_surprise_frontal.jpg,8895888888884886858887888488849,8.0,0.5408602150537635
333,data/g209.jpg,81855625669667269546557662666978,6.0,0.22903225806451613
334,data/x349.jpg,66969696867267796632225366926666,6.0,0.2806451612903226
335,data/e162.jpg,5669658665665895926695969976634,6.0,0.25483870967741934
336,data/n1007.jpg,99973861112131969148889436768819,1.0,0.16666666666666666
337,data/d134.jpg,64665126641346499664786766776594,6.0,0.22043010752688172
338,data/x150.jpg,55655555525557515555555555555594,5.0,0.7322580645161291
339,data/f375.jpg,84568989628886699471896688866896,8.0,0.24623655913978496
340,data/h66.jpg,66655555555595565565615555556555,5.0,0.5752688172043011
341,data/x285.jpg,4665436768266999929663961676699,6.0,0.24408602150537634
342,data/b52.jpg,83864639663871993287352138666846,6.0,0.15806451612903225
343,data/j147.jpg,85995935595594559856557555555555,5.0,0.43548387096774194
344,data/n1071.jpg,8266269916632126927173191466639,6.0,0.18387096774193548
345,data/m467.jpg,5725855569556665666165555365689,5.0,0.3021505376344086
346,data/k103.jpg,6177627467657665747439777717337,7.0,0.25053763440860216
347,data/e64.jpg,56556555585696698669555555565555,5.0,0.4311827956989247
348,data/o1142.jpg,3866869666785746687764666949699,6.0,0.25483870967741934
349,data/b421.jpg,58858855585655958898555553566595,5.0,0.36451612903225805
350,data/x290.jpg,91262416296215516762626629161293,6.0,0.21827956989247313
351,data/h43.jpg,6919863666568998866469668366836,6.0,0.289247311827957
352,data/k241.jpg,5595558555555455855555555676667,5.0,0.5021505376344086
353,data/h71.jpg,6555555555565755591155555555655,5.0,0.635483870967742
354,data/g135.jpg,99669866669293329626469666688688,6.0,0.2956989247311828
355,data/i232.jpg,6699819686894869487669917976696,6.0,0.23978494623655913
356,data/n186.jpg,6945649555695948716675166545656,5.0,0.21827956989247313
357,data/b390.jpg,63393654566274199576382616566866,6.0,0.17311827956989248
358,data/d283.jpg,4577277666666279666178367676469,6.0,0.267741935483871
359,data/o1322.jpg,66666536691639966635766668666876,6.0,0.3817204301075269
360,data/9851eaf8cb886200211356ac354d8c8e4c8dbbdf082c03b24c4674b1.jpg,5555555555555553855555555595556,5.0,0.7881720430107527
361,data/o939.jpg,8686646667769468646397663767686,6.0,0.3043010752688172
362,data/c75.jpg,88588998489468699161888871686899,8.0,0.26344086021505375
363,data/i96.jpg,65765525857599665576595554655555,5.0,0.3365591397849462
364,data/h6.jpg,5855355555555515555598555515595,5.0,0.6333333333333333
365,data/e147.jpg,7649627266196663366666666429674,6.0,0.3193548387096774
366,data/a143.jpg,9231489966537782679227792272792,2.0,0.1817204301075269
367,data/x303.jpg,6965589585555558555555255255655,5.0,0.5021505376344086
368,data/g16.jpg,74667976696194747266577177772237,7.0,0.21827956989247313
369,data/b291.jpg,6666219868615551648896886616698,6.0,0.24623655913978496
370,data/b347.jpg,68561666961358847262321496166111,6.0,0.18387096774193548
371,data/i59.jpg,53659596551586296988887636533275,5.0,0.16236559139784945
372,data/o1131.jpg,63967269696719687766476674777166,6.0,0.24623655913978496
373,data/k634.jpg,5165956965552358596875198656559,5.0,0.23763440860215054
374,data/o509.jpg,85168238388886888264881863862466,8.0,0.278494623655914
375,data/f141.jpg,55554965555555555555555955555565,5.0,0.7365591397849462
376,data/x321.jpg,2699656695569432666566565336663,6.0,0.289247311827957
377,data/k382.jpg,6499667466774574743776777447379,7.0,0.26129032258064516
378,data/n504.jpg,4966116366596651966626786436649,6.0,0.2591397849462366
